Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Shares (Basic)";"Shares (Diluted)";Revenue;"Cost of Revenue";"Gross Profit";"Operating Expenses";"Selling, General & Administrative";"Research & Development";"Depreciation & Amortization";"Operating Income (Loss)";"Non-Operating Income (Loss)";"Interest Expense, Net";"Pretax Income (Loss), Adj.";"Abnormal Gains (Losses)";"Pretax Income (Loss)";"Income Tax (Expense) Benefit, Net";"Income (Loss) from Continuing Operations";"Net Extraordinary Gains (Losses)";"Net Income";"Net Income (Common)"
ABAX;36105;USD;2011;FY;2012-03-31;2011-08-09;22365000;22858000;143676000;-63884000;79792000;-57320000;-45347000;-11973000;;22472000;1099000;1099000;23571000;0;23571000;-9034000;14537000;;14537000;14537000
ABAX;36105;USD;2017;FY;2018-03-31;2018-05-30;22672000;23135000;244700000;-111091000;133609000;-94954000;-71622000;-23332000;;38655000;4745000;4745000;43400000;;43400000;-16223000;27177000;0;27177000;27177000
NGL;36205;USD;2016;FY;2017-03-31;2017-05-26;;;13022228000;-12321909000;700319000;-647696000;-116566000;;-223205000;52623000;-119632000;-150478000;-67009000;212822000;145813000;-1939000;143874000;;137042000;106668000
NGL;36205;USD;2015;FY;2016-03-31;2016-05-31;;;11742110000;-10839037000;903073000;-769583000;-139541000;;-228924000;133490000;-111393000;-133089000;22097000;-209561000;-187464000;367000;-187097000;;-198929000;-246549000
NGL;36205;USD;2014;FY;2015-03-31;2015-06-01;;;16802057000;-15958207000;843850000;-707510000;-149430000;;-193949000;136340000;-60849000;-110123000;75491000;-28920000;46571000;3622000;50193000;;37306000;-8394000
NGL;36205;USD;2013;FY;2014-03-31;2014-05-30;;;9699274000;-9132699000;566575000;-456413000;-75860000;;-120754000;110162000;-56870000;-58854000;53292000;-3597000;49695000;-937000;48758000;;47655000;33507000
NGL;36205;USD;2012;FY;2013-03-31;2013-06-14;;;4417767000;-4039110000;378657000;-291163000;-52698000;;-68853000;87494000;-31473000;-32994000;56021000;-5956000;50065000;-1875000;48190000;;47940000;45023000
NGL;36205;USD;2011;FY;2012-03-31;2012-06-15;;;1310473000;-1217023000;93450000;-78420000;-16009000;;-15111000;15030000;-6565000;-7620000;8465000;;8465000;-601000;7864000;;7876000;7868000
NGL;36205;USD;2017;FY;2018-03-31;2018-05-30;;;17282718000;-16536038000;746680000;-693020000;-109451000;;-252712000;53660000;-183203000;-199570000;-129543000;61396000;-68147000;-1458000;-69605000;;-70875000;-130926000
EGHT;36662;USD;2017;FY;2018-03-31;2018-05-30;92017000;92017000;296500000;-71171000;225329000;-257756000;-222959000;-34797000;;-32427000;3693000;;-28734000;-9469000;-38203000;-66294000;-104497000;;-104497000;-104497000
EGHT;36662;USD;2016;FY;2017-03-31;2017-05-30;90340000;90340000;253388000;-62114000;191274000;-197943000;-170491000;-27452000;;-6669000;1792000;;-4877000;0;-4877000;126000;-4751000;;-4751000;-4751000
EGHT;36662;USD;2015;FY;2016-03-31;2016-05-31;88477000;88477000;209336000;-57246000;152090000;-159164000;-135124000;-24040000;;-7074000;1107000;;-5967000;0;-5967000;847000;-5120000;;-5120000;-5120000
EGHT;36662;USD;2014;FY;2015-03-31;2015-05-29;89071000;91652000;162413000;-45564000;116849000;-113967000;-98849000;-15118000;;2882000;833000;;3715000;1000000;4715000;-2789000;1926000;;1926000;1926000
EGHT;36662;USD;2013;FY;2014-03-31;2014-05-27;78310000;81658000;128597000;-37615000;90982000;-87907000;-76274000;-11633000;;3075000;742000;;3817000;0;3817000;-2219000;1598000;916000;2514000;2514000
EGHT;36662;USD;2012;FY;2013-03-31;2013-05-28;71390000;74700000;103786000;-31729000;72057000;-62278000;-54131000;-8147000;;9779000;105000;;9884000;12965000;22849000;-9399000;13450000;489000;13939000;13939000
EGHT;36662;USD;2011;FY;2012-03-31;2012-05-24;66413000;70149000;83372000;-25796000;57576000;-48945000;-42200000;-6745000;;8631000;-305000;;8326000;0;8326000;62354000;70680000;-1452000;69228000;69228000
EGHT;36662;USD;2010;FY;2011-03-31;2011-07-22;63087000;65873000;70163000;-22623000;47540000;-41296000;-36477000;-4819000;;6244000;138000;;6382000;167000;6549000;-55000;6494000;;6494000;6494000
EGHT;36662;USD;2018;FY;2019-03-31;2019-05-21;94533000;94533000;352586000;-129972000;222614000;-313602000;-251539000;-62063000;;-90988000;2818000;;-88170000;0;-88170000;-569000;-88739000;;-88739000;-88739000
CBRL;37621;USD;2016;FY;2016-07-31;2016-09-26;23945041;24074273;2912351000;-928176000;1984175000;-1703704000;-1149170000;;;280471000;-14052000;-14052000;266419000;;266419000;-77120000;189299000;;189299000;189299000
CBRL;37621;USD;2015;FY;2015-07-31;2015-09-29;23918368;24048924;2842284000;-924171000;1918113000;-1663233000;-1139926000;;;254880000;-16679000;-16679000;238201000;;238201000;-74298000;163903000;;163903000;163903000
CBRL;37621;USD;2014;FY;2014-07-31;2014-09-25;23817768;23966015;2683677000;-872758000;1810919000;-1602513000;-1095980000;;;208406000;-17557000;-17557000;190849000;;190849000;-58721000;132128000;;132128000;132128000
CBRL;37621;USD;2013;FY;2013-07-31;2013-09-26;23708875;23948321;2644630000;-854684000;1789946000;-1588422000;-1105821000;;;201524000;-35742000;-35742000;165782000;;165782000;-48517000;117265000;;117265000;117265000
CBRL;37621;USD;2012;FY;2012-07-31;2012-09-25;23067566;23408126;2580195000;-827484000;1752711000;-1561736000;-1097606000;;;190975000;-44687000;-44687000;146288000;;146288000;-43207000;103081000;;103081000;103081000
CBRL;37621;USD;2011;FY;2011-07-31;2011-09-27;22998200;23634675;2434435000;-772471000;1661964000;-1495408000;-1043451000;;;166556000;-51490000;-51490000;115066000;625000;115691000;-30483000;85208000;;85208000;85208000
CBRL;37621;USD;2010;FY;2010-07-31;2010-12-06;23007856;23579752;2404515000;-745818000;1658697000;-1491229000;-1054093000;;;167468000;-48959000;-48959000;118509000;-2800000;115709000;-30451000;85258000;;85258000;85258000
CBRL;37621;USD;2017;FY;2017-07-31;2017-09-22;24031810;24118288;2926289000;-891293000;2034996000;-1721838000;-1158538000;;;313158000;-14271000;-14271000;298887000;;298887000;-96988000;201899000;;201899000;201899000
CBRL;37621;USD;2018;FY;2018-07-31;2018-09-28;24011161;24075614;3030445000;-935397000;2095048000;-1801456000;-1199567000;;;293592000;-15169000;-15169000;278423000;;278423000;-30803000;247620000;;247620000;247620000
JOY;39382;USD;2016;FY;2016-10-31;2016-12-16;98040000;98040000;2371400000;-1855574000;515826000;-467342000;-476684000;;;48484000;-45759000;-45759000;2725000;-89896000;-87171000;23326000;-63845000;5466000;-58379000;-58379000
JOY;39382;USD;2015;FY;2015-10-31;2015-12-21;97493000;97493000;3172147000;-2333225000;838922000;-576615000;-583218000;;;262307000;-53429000;-53429000;208878000;-1386007000;-1177129000;-875000;-1178004000;;-1178004000;-1178004000
JOY;39382;USD;2014;FY;2014-10-31;2014-12-19;100088000;100939000;3778310000;-2654233000;1124077000;-574954000;-587289000;;;549123000;-55348000;-55348000;493775000;-21597000;472178000;-134060000;338118000;;338118000;338118000
JOY;39382;USD;2013;FY;2013-10-31;2013-12-13;106070000;106996000;5012697000;-3399568000;1613129000;-622499000;-656148000;;;990630000;-57504000;-57504000;933126000;-155200000;777926000;-241167000;536759000;-225000;536534000;536534000
JOY;39382;USD;2012;FY;2012-10-31;2012-12-18;105862000;106889000;5660889000;-3783802000;1877087000;-704528000;-736776000;;;1172559000;-67428000;-67428000;1105131000;0;1105131000;-337870000;767261000;-5060000;762021000;762021000
JOY;39382;USD;2011;FY;2011-10-31;2011-12-22;104916000;106537000;4403906000;-2897605000;1506301000;-586122000;-602010000;;;920179000;-24311000;-24311000;895868000;-35000;895833000;-264831000;631002000;-21346000;609656000;609656000
JOY;39382;USD;2010;FY;2010-10-31;2010-12-20;103196000;104905000;3524334000;-2350708000;1173626000;-476523000;-480636000;;;697103000;-16769000;-16769000;680334000;-1310000;679024000;-217525000;461499000;;461499000;461499000
JOY;39382;USD;2009;FY;2009-10-31;2009-12-22;102450;103104;3598314000;-2445514000;1152800000;-450488000;-454522000;;;702312000;-24732000;-24732000;677580000;5060000;682640000;-227990000;454650000;;454650000;454650000
JOY;39382;USD;2008;FY;2008-10-31;2009-09-09;107472000;108425000;3418934000;-2428929000;990005000;-438801000;-441527000;;;551204000;-21698000;-21698000;529506000;-2419000;527087000;-153950000;373137000;1141000;374278000;374278000
BOOT;39510;USD;2017;FY;2018-03-31;2017-06-07;26459000;26939000;677949000;-470034000;207915000;-161660000;-161660000;;;46255000;-15076000;-15076000;31179000;;31179000;-2300000;28879000;;28879000;28879000
BOOT;39510;USD;2016;FY;2017-03-31;2016-06-03;26170000;26955000;629816000;-439930000;189886000;-152068000;-152068000;;;37818000;-14699000;-14699000;23119000;;23119000;-8922000;14197000;;14197000;14197000
BOOT;39510;USD;2015;FY;2016-03-31;2015-05-29;22126000;22888000;569020000;-395817000;173203000;-142078000;-142078000;;;31125000;-12923000;-12923000;18202000;-891000;17311000;-7443000;9868000;;9868000;9868000
BOOT;39510;USD;2014;FY;2015-03-31;2014-12-09;18929000;19175000;345868000;-232663000;113205000;-91998000;-91998000;;;21207000;-11555000;-11594000;9652000;-671000;8981000;-3321000;5660000;;5377000;5377000
BOOT;39510;USD;2018;FY;2019-03-31;2019-05-24;28092000;28813000;776854000;-525420000;251434000;-187112000;-187112000;;;64322000;-16326000;-16331000;47996000;;47996000;-8974000;39022000;;39022000;39022000
SHOS;39593;USD;2016;FY;2017-02-28;2016-04-01;22666000;22666000;2287788000;-1769286000;518502000;-560674000;-546128000;;-14546000;-42172000;-241000;-2826000;-42413000;;-42413000;15152000;-27261000;;-27261000;-27261000
SHOS;39593;USD;2015;FY;2016-02-29;2016-04-01;22666000;22666000;2356033000;-1803497000;552536000;-723695000;-546636000;;-10172000;-171159000;-712000;-3861000;-171871000;;-171871000;3066000;-168805000;;-168805000;-168805000
SHOS;39593;USD;2014;FY;2015-02-28;2015-04-03;22984000;22989000;2421562000;-1843418000;578144000;-517069000;-506630000;;-12006000;61075000;-1192000;-3046000;59883000;;59883000;-24333000;35550000;;35550000;35550000
SHOS;39593;USD;2013;FY;2014-02-28;2013-04-02;23100000;23100000;2453606000;-1840207000;613399000;-513874000;-504400000;;-9474000;99525000;455000;-899000;99980000;;99980000;-39900000;60080000;;60080000;60080000
SHOS;39593;USD;2012;FY;2013-02-28;2012-10-09;23100000;23100000;2344199000;-1820516000;523683000;-468409000;-458635000;;-9774000;55274000;-491000;-913000;54783000;;54783000;-21727000;33056000;;33056000;33056000
SHOS;39593;USD;2017;FY;2018-02-28;2018-04-19;22702000;22702000;1719951000;-1371408000;348543000;-435963000;-419567000;;-13039000;-87420000;-7133000;-8058000;-94553000;;-94553000;-504000;-95057000;;-95057000;-95057000
SHOS;39593;USD;2018;FY;2019-02-28;2019-05-03;22702000;22702000;1449948000;-1126752000;323196000;-360098000;-349082000;;-12374000;-36902000;-14309000;-14676000;-51211000;-2089000;-53300000;-164000;-53464000;;-53464000;-53464000
PLAB;39856;USD;2017;FY;2017-10-31;2017-12-20;68436000;69288000;450678000;-359363000;91315000;-59447000;-43585000;-15862000;;31868000;-5303000;-2235000;26565000;0;26565000;-5276000;21289000;;13130000;13130000
PLAB;39856;USD;2016;FY;2016-10-31;2017-01-06;67539000;76354000;483456000;-364750000;118706000;-66231000;-44577000;-21654000;;52475000;-941000;-3365000;51534000;8940000;60474000;-4798000;55676000;;46200000;46200000
PLAB;39856;USD;2015;FY;2015-10-31;2016-01-07;66331000;78383000;524206000;-381070000;143136000;-70903000;-48983000;-21920000;;72233000;-2193000;-4990000;70040000;0;70040000;-13181000;56859000;;44625000;44625000
PLAB;39856;USD;2014;FY;2014-10-31;2015-01-06;61779000;66679000;455527000;-355181000;100346000;-71551000;-49638000;-21913000;;28795000;-3837000;-7247000;24958000;16372000;41330000;-9295000;32035000;;25996000;25996000
PLAB;39856;USD;2013;FY;2013-10-31;2014-01-03;60644000;61599000;422180000;-322540000;99640000;-68971000;-48213000;-20758000;;30669000;-3864000;-7756000;26805000;0;26805000;-7229000;19576000;;17966000;17966000
PLAB;39856;USD;2012;FY;2012-10-31;2013-01-09;60055000;76464000;450439000;-338519000;111920000;-66077000;-46706000;-19371000;;45843000;-3767000;-7488000;42076000;-1428000;40648000;-10793000;29855000;;27868000;27868000
PLAB;39856;USD;2011;FY;2011-10-31;2012-01-13;57030000;58458000;512020000;-375806000;136214000;-60747000;-45240000;-15507000;;75467000;-4309000;-7258000;71158000;-35259000;35899000;-15691000;20208000;;16229000;16229000
PLAB;39856;USD;2010;FY;2010-10-31;2011-09-07;53433000;65803000;425554000;-333739000;91815000;-57319000;-42387000;-14932000;;34496000;-6922000;-9475000;27574000;4979000;32553000;-7471000;25082000;;23922000;23922000
PLAB;39856;USD;2018;FY;2018-10-31;2018-12-21;68829000;74821000;535276000;-403773000;131503000;-65876000;-51395000;-14481000;;65627000;2944000;-2262000;68571000;0;68571000;-7335000;61236000;;42055000;42055000
JVA;40037;USD;2017;FY;2017-10-31;2018-01-29;5858376;5858376;77127595;-64977632;12149963;-10927246;-10228506;;;1222717;-245781;-244825;976936;;976936;-244096;732840;;467262;467262
JVA;40037;USD;2016;FY;2016-10-31;2017-01-27;6082777;6082777;78948228;-67066050;11882178;-8019110;-7363710;;;3863068;-147106;-146134;3715962;;3715962;-1365920;2350042;;2212288;2212288
JVA;40037;USD;2015;FY;2015-10-31;2016-01-26;6212929;6212929;118153541;-112436831;5716710;-7654029;-7000744;;;-1937319;-155858;-155025;-2093177;;-2093177;763647;-1329530;;-1413228;-1413228
JVA;40037;USD;2014;FY;2014-10-31;2015-01-23;6333212;6333212;108863097;-93334118;15528979;-7527452;-6868052;;;8001527;-36305;-35531;7965222;;7965222;-2947102;5018120;;4967535;4967535
JVA;40037;USD;2013;FY;2013-10-31;2014-01-24;6372309;6372309;133980759;-128011678;5969081;-7521910;-6939819;;;-1552829;-168821;-63040;-1721650;;-1721650;393767;-1327883;;-1480235;-1480235
JVA;40037;USD;2012;FY;2012-10-31;2013-01-28;6372309;6639309;173656215;-161649282;12006933;-7607269;-6900199;;;4399664;-344885;-162126;4054779;;4054779;-1470381;2584398;;2485677;2485677
JVA;40037;USD;2011;FY;2011-10-31;2012-01-30;5563802;5835802;146755165;-138210277;8544888;-7345152;-6715753;;;1199736;-124231;-139079;1075505;;1075505;-229522;845983;;811930;811930
JVA;40037;USD;2010;FY;2010-10-31;2011-09-13;5463837;5468439;83491967;-72931626;10560341;-6544597;-5809397;;;4015744;-142993;-142993;3872751;;3872751;-1479489;2393262;;2389361;2389361
JVA;40037;USD;2018;FY;2018-10-31;2019-01-29;5691057;5691057;90655294;-75040802;15614492;-13213329;-12532329;;;2401163;-362225;-357358;2038938;;2038938;-511532;1527406;;1059276;1059276
PSTG;40474;USD;2016;FY;2017-01-31;2017-03-29;194714000;194714000;727977000;-252279000;475698000;-690504000;-444687000;-245817000;;-214806000;1627000;;-213179000;-30000000;-243179000;-1887000;-245066000;;-245066000;-245066000
PSTG;40474;USD;2015;FY;2016-01-31;2016-03-25;82460000;82460000;440333000;-167893000;272440000;-482621000;-315976000;-166645000;;-210181000;-2002000;;-212183000;0;-212183000;-1569000;-213752000;;-213752000;-213752000
PSTG;40474;USD;2014;FY;2015-01-31;2015-12-11;27925000;27925000;174451000;-77552000;96899000;-277381000;-184674000;-92707000;;-180482000;-1412000;;-181894000;0;-181894000;-1337000;-183231000;;-183231000;-183231000
PSTG;40474;USD;2017;FY;2018-01-31;2018-03-26;211609000;211609000;1023019000;-353781000;669238000;-854396000;-575200000;-279196000;;-185158000;11445000;;-173713000;0;-173713000;-3889000;-177602000;;-177602000;-177602000
PSTG;40474;USD;2018;FY;2019-01-31;2019-03-26;232042000;232042000;1359824000;-457528000;902296000;-1071553000;-721617000;-349936000;;-169257000;-8016000;;-177273000;0;-177273000;-1089000;-178362000;;-178362000;-178362000
EXAS;41775;USD;2017;FY;2017-12-31;2018-02-22;115684000;115684000;265989000;-79196000;186793000;-305103000;-262964000;-42139000;;-118310000;3726000;-206000;-114584000;;-114584000;187000;-114397000;;-114397000;-114397000
EXAS;41775;USD;2016;FY;2016-12-31;2017-02-21;102335000;102335000;99376000;-45195000;54181000;-223197000;-189724000;-33473000;;-169016000;1805000;-213000;-167211000;;-167211000;;-167211000;;-167211000;-167211000
EXAS;41775;USD;2015;FY;2015-12-31;2016-02-24;92135000;92135000;39437000;-24501000;14936000;-174004000;-140090000;-33914000;;-159068000;1265000;-6000;-157803000;;-157803000;;-157803000;;-157803000;-157803000
EXAS;41775;USD;2014;FY;2014-12-31;2015-02-27;80232000;80232000;1798000;-4325000;-2527000;-98012000;-69343000;-28669000;;-100539000;491000;-51000;-100048000;;-100048000;;-100048000;;-100048000;-100048000
EXAS;41775;USD;2013;FY;2013-12-31;2014-02-28;67493000;67493000;4144000;;4144000;-50905000;-23227000;-27678000;;-46761000;247000;-69000;-46514000;;-46514000;;-46514000;;-46514000;-46514000
EXAS;41775;USD;2012;FY;2012-12-31;2013-03-01;59481000;59481000;4144000;;4144000;-56786000;-14655000;-42131000;;-52642000;221000;-41000;-52421000;;-52421000;;-52421000;;-52421000;-52421000
EXAS;41775;USD;2011;FY;2011-12-31;2012-03-09;52512000;52512000;4163000;-24000;4139000;-32962000;-10994000;-21968000;;-28823000;148000;-21000;-28675000;;-28675000;;-28675000;;-28675000;-28675000
EXAS;41775;USD;2010;FY;2010-12-31;2011-08-05;40455000;40455000;5344000;-24000;5320000;-17146000;-8123000;-9023000;;-11826000;270000;-20000;-11556000;;-11556000;;-11556000;;-11556000;-11556000
EXAS;41775;USD;2018;FY;2018-12-31;2018-04-26;122207000;122207000;454462000;-117982000;336480000;-495951000;-427741000;-68210000;;-159471000;-15586000;-36789000;-175057000;;-175057000;-92000;-175149000;;-175149000;-175149000
AXON;41996;USD;2017;FY;2018-03-31;2018-06-11;107375927;107375927;;;;-213318000;-71906000;-141412000;;-213318000;-7334000;-7545000;-220652000;;-220652000;-921000;-221573000;;-221573000;-221573000
AXON;41996;USD;2016;FY;2017-03-31;2017-06-13;99158699;99158699;;;;-180499000;-45721000;-134778000;;-180499000;-1512000;-1143000;-182011000;;-182011000;1060000;-180951000;;-180951000;-180951000
AXON;41996;USD;2015;FY;2016-03-31;2016-06-06;94465164;94465164;;;;-133162000;-56518000;-76644000;;-133162000;0;0;-133162000;;-133162000;17000;-133145000;;-133145000;-133145000
AXON;41996;USD;2018;FY;2019-03-31;2019-06-11;16100686;16100686;;;;-127018000;-39466000;-87552000;;-127018000;-7530000;-7530000;-134548000;5616000;-128932000;-133000;-129065000;;-129065000;-129065000
SSI;42463;USD;2016;FY;2017-02-28;2017-04-04;27090000;27090000;1442718000;-1144666000;298052000;-356064000;-356064000;;;-58012000;-5051000;-5051000;-63063000;;-63063000;25166000;-37897000;0;-37897000;-37897000
SSI;42463;USD;2015;FY;2016-02-29;2016-03-30;31145000;31188000;1604433000;-1208002000;396431000;-387859000;-387859000;;;8572000;-2977000;-2977000;5595000;;5595000;-1815000;3780000;0;3780000;3780000
SSI;42463;USD;2014;FY;2015-02-28;2015-04-01;31675000;31763000;1638569000;-1188763000;449806000;-386104000;-386104000;;;63702000;-3002000;-3002000;60700000;;60700000;-22847000;37853000;-7003000;30850000;30850000
