Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Shares (Basic)";"Shares (Diluted)";"Net Income/Starting Line";"Depreciation & Amortization";"Non-Cash Items";"Change in Working Capital";"Change in Accounts Receivable";"Change in Inventories";"Change in Accounts Payable";"Change in Other";"Net Cash from Operating Activities";"Change in Fixed Assets & Intangibles";"Net Change in Long Term Investment";"Net Cash from Acquisitions & Divestitures";"Net Cash from Investing Activities";"Dividends Paid";"Cash from (Repayment of) Debt";"Cash from (Repurchase of) Equity";"Net Cash from Financing Activities";"Net Change in Cash"
NGL;36205;USD;2011;FY;2012-03-31;2019-08-06;;;7864000;17188000;-4593000;34123000;;;;;54582000;35905000;;-297401000;-261150000;;147722000;;198063000;-8505000
EGHT;36662;USD;2017;FY;2018-03-31;2018-05-30;92017000;92017000;-104497000;15717000;103525000;7296000;;;;;22041000;-9178000;-87383000;0;-7272000;;-1229000;-15211000;-16440000;-1227000
EGHT;36662;USD;2016;FY;2017-03-31;2017-05-30;90340000;90340000;-4751000;10437000;20580000;2212000;;;;;28478000;-8851000;-98738000;-2884000;-22194000;;-974000;2084000;1596000;7454000
EGHT;36662;USD;2015;FY;2016-03-31;2016-05-31;88477000;88477000;-5120000;9007000;15257000;4423000;;;;;23567000;-4894000;-70421000;-23246000;-36295000;;-646000;-6826000;-7248000;-19534000
EGHT;36662;USD;2014;FY;2015-03-31;2015-05-29;89071000;91652000;1926000;6113000;12482000;719000;;;;;21240000;-5826000;-69257000;0;-12261000;;-149000;-14916000;-14914000;-6049000
EGHT;36662;USD;2013;FY;2014-03-31;2014-05-27;78310000;81658000;2514000;4357000;8672000;-626000;;;;;14917000;-2853000;-117385000;-15474000;-136467000;;-85000;130428000;130485000;8854000
EGHT;36662;USD;2012;FY;2013-03-31;2013-05-28;71390000;74700000;13939000;3951000;11893000;2005000;;;;;31788000;-5678000;0;0;-5868000;;-86000;1996000;1959000;27879000
EGHT;36662;USD;2011;FY;2012-03-31;2012-05-24;66413000;70149000;69228000;2323000;-60916000;-1424000;;;;;9211000;-2300000;0;-1097000;-3369000;;-275000;385000;110000;5952000
EGHT;36662;USD;2010;FY;2011-03-31;2011-07-22;63087000;65873000;6494000;1329000;291000;475000;;;;;8589000;-2051000;-2000000;-1537000;-5023000;;-38000;-5110000;-5148000;-1582000
EGHT;36662;USD;2018;FY;2019-03-31;2019-05-21;94533000;94533000;-88739000;24671000;64869000;-15669000;;;;;-14868000;-9096000;515000;-5625000;10872000;;-949000;283911000;249238000;244880000
CBRL;37621;USD;2016;FY;2016-07-31;2016-09-26;23945041;24074273;189299000;78223000;17722000;-13866000;;;;;271378000;-113177000;;;-112515000;-255546000;0;-14653000;-273352000;-114489000
CBRL;37621;USD;2015;FY;2015-07-31;2015-09-29;23918368;24048924;163903000;72955000;18377000;78820000;;;;;334055000;-88979000;;;-88614000;-95699000;0;0;-99347000;146094000
CBRL;37621;USD;2014;FY;2014-07-31;2014-09-25;23817768;23966015;132128000;68389000;11839000;-34731000;;;;;177625000;-89897000;;;-88815000;-71484000;-1000;-12473000;-91167000;-2357000
CBRL;37621;USD;2013;FY;2013-07-31;2013-09-26;23708875;23948321;117265000;66120000;19564000;5550000;;;;;208499000;-73862000;;;-73406000;-45400000;-125153000;-3570000;-165337000;-30244000
CBRL;37621;USD;2012;FY;2012-07-31;2012-09-25;23067566;23408126;103081000;64467000;12620000;39654000;;;;;219822000;-80299000;;;-79547000;-22372000;-25133000;-14923000;-40587000;99688000
CBRL;37621;USD;2011;FY;2011-07-31;2011-09-27;22998200;23634675;85208000;62788000;7489000;-17273000;;;;;138212000;-69765000;;;-69489000;-19846000;-30263000;-13023000;-64149000;4574000
CBRL;37621;USD;2010;FY;2010-07-31;2010-12-06;23007856;23579752;85258000;61024000;15499000;50325000;;;;;212106000;-69867000;;;-69626000;-18545000;-64972000;-25027000;-106389000;36091000
CBRL;37621;USD;2017;FY;2017-07-31;2017-09-22;24031810;24118288;201899000;86319000;11407000;21142000;;;;;320767000;-110088000;;;-109605000;-196867000;0;0;-201127000;10035000
CBRL;37621;USD;2018;FY;2018-07-31;2018-09-28;24011161;24075614;247620000;93692000;14096000;-24788000;;;;;330620000;-151838000;;;-151222000;-207155000;;-14772000;-225743000;-46345000
JOY;39382;USD;2016;FY;2016-10-31;2016-12-16;98040000;98040000;-63845000;141900000;61926000;113660000;115679000;162670000;-31674000;-133015000;253641000;-17852000;;0;9654000;-3984000;-77350000;639000;-84690000;175334000
JOY;39382;USD;2015;FY;2015-10-31;2015-12-21;97493000;97493000;-1178004000;142366000;1307245000;83726000;208255000;28344000;-112561000;-40312000;355333000;-67036000;;-114353000;-181472000;-77950000;-191400000;-45346000;-324956000;-167306000
JOY;39382;USD;2014;FY;2014-10-31;2014-12-19;100088000;100939000;338118000;133593000;20496000;-128766000;61247000;3013000;8233000;-201259000;363339000;-81114000;;-44426000;-125487000;-74945000;-37500000;-255990000;-367297000;-135518000
JOY;39382;USD;2013;FY;2013-10-31;2013-12-13;106070000;106996000;536759000;113519000;66311000;-78051000;206914000;225305000;-55087000;-455183000;636850000;-149863000;;0;-149975000;-74325000;-57374000;-206531000;-336502000;141836000
JOY;39382;USD;2012;FY;2012-10-31;2012-12-18;105862000;106889000;767261000;152840000;-139844000;-316342000;-162876000;-84514000;-81517000;12565000;442861000;-233610000;;-955917000;-378329000;-73961000;-35742000;12148000;-81609000;-24448000
JOY;39382;USD;2011;FY;2011-10-31;2011-12-22;104916000;106537000;631002000;79110000;-43198000;-167188000;-112910000;-391129000;120745000;216106000;504693000;-104363000;;-1425632000;-2021877000;-73262000;994715000;53341000;976716000;-527260000
JOY;39382;USD;2010;FY;2010-10-31;2010-12-20;103196000;104905000;461499000;59749000;-54542000;116783000;-66247000;-6059000;83368000;105721000;583489000;-73056000;;;-74915000;-72088000;-146176000;;-185056000;343896000
JOY;39382;USD;2009;FY;2009-10-31;2009-12-22;102450;103104;454650000;58570000;-9650000;-51609000;108859000;77872000;-101455000;-136885000;451961000;-92349000;;-11184000;-104014000;-71596000;-26212000;-13706000;-107561000;270110000
JOY;39382;USD;2008;FY;2008-10-31;2009-09-09;107472000;108425000;373137000;71423000;-63721000;196446000;-43973000;-136646000;81905000;295160000;577285000;-82021000;;-255574000;-328665000;-67426000;165643000;-307706000;-180643000;28327000
BOOT;39510;USD;2017;FY;2018-03-31;2017-06-07;26459000;26939000;28879000;17128000;7997000;-9804000;;;;;44200000;-24418000;;;-23553000;;-22716000;3695000;-19666000;981000
BOOT;39510;USD;2016;FY;2017-03-31;2016-06-03;26170000;26955000;14197000;16710000;11838000;-1594000;;;;;41151000;-22293000;;-1305000;-23598000;;-17919000;1275000;-16713000;840000
BOOT;39510;USD;2015;FY;2016-03-31;2015-05-29;22126000;22888000;9868000;14016000;2406000;6639000;;;;;32929000;-36127000;;-146541000;-182668000;;155654000;2698000;155486000;5747000
BOOT;39510;USD;2014;FY;2015-03-31;2014-12-09;18929000;19175000;5660000;8129000;4541000;-5550000;;;;;12780000;-11576000;;-15696000;-27272000;;39588000;;14420000;-72000
BOOT;39510;USD;2018;FY;2019-03-31;2019-05-24;28092000;28813000;39022000;18902000;9042000;-3706000;;;;;63260000;-27525000;;-4424000;-31765000;;-31560000;8137000;-23897000;7598000
SHOS;39593;USD;2016;FY;2017-02-28;2016-04-01;22666000;22666000;-27261000;14546000;18925000;19335000;;;;;25545000;-11430000;;;-11430000;;-15800000;0;-15617000;-1502000
SHOS;39593;USD;2015;FY;2016-02-29;2016-04-01;22666000;22666000;-168805000;10172000;173679000;9354000;;;;;24400000;-12695000;;;-12695000;;-15000000;0;-15434000;-3729000
SHOS;39593;USD;2014;FY;2015-02-28;2015-04-03;22984000;22989000;35550000;12006000;17958000;-119882000;;;;;-54368000;-8063000;;;-8063000;;79100000;-12523000;65838000;3407000
SHOS;39593;USD;2013;FY;2014-02-28;2013-04-02;23100000;23100000;60080000;9474000;-3842000;55872000;;;;;121584000;-8110000;;;-8110000;-100000000;20000000;0;-94100000;19374000
SHOS;39593;USD;2012;FY;2013-02-28;2012-10-09;23100000;23100000;33056000;9774000;3105000;-7470000;;;;;38465000;-9991000;;;-9991000;0;0;0;-28594000;-120000
SHOS;39593;USD;2017;FY;2018-02-28;2018-04-19;22702000;22702000;-95057000;13039000;7611000;-31239000;;;;;-105646000;-9228000;;;-9228000;;111100000;;111172000;-3702000
SHOS;39593;USD;2018;FY;2019-02-28;2019-05-03;22702000;22702000;-53464000;12374000;4261000;51906000;;;;;15077000;-3601000;;;-3601000;;-4900000;;-6768000;4708000
PLAB;39856;USD;2017;FY;2017-10-31;2017-12-20;68436000;69288000;21289000;;91833000;-16289000;;;;;96833000;-92799000;;-5400000;-98066000;;-5428000;2830000;-10928000;-6053000
PLAB;39856;USD;2016;FY;2016-10-31;2017-01-06;67539000;76354000;55676000;;82852000;-16391000;;;;;122137000;-50160000;;0;52290000;;-57609000;3463000;-67022000;108207000
PLAB;39856;USD;2015;FY;2015-10-31;2016-01-07;66331000;78383000;56859000;;89503000;-13167000;;;;;133195000;-104804000;;0;-104305000;;-9571000;2651000;-7099000;12938000
PLAB;39856;USD;2014;FY;2014-10-31;2015-01-06;61779000;66679000;32035000;;72050000;-7724000;;;;;96361000;-91449000;;;-87485000;;-29782000;1298000;-29541000;-22686000
PLAB;39856;USD;2013;FY;2013-10-31;2014-01-03;60644000;61599000;19576000;65994000;10657000;3174000;;;;;99401000;-65965000;;;-66237000;;-8314000;884000;-39844000;-2428000
PLAB;39856;USD;2012;FY;2012-10-31;2013-01-09;60055000;76464000;29855000;78623000;9393000;14678000;;;;;132549000;-97005000;;-13397000;-111943000;;19707000;653000;4564000;28115000
PLAB;39856;USD;2011;FY;2011-10-31;2012-01-13;57030000;58458000;20208000;86661000;36432000;-6748000;;;;;136553000;-82216000;;-18271000;-100737000;;67893000;828000;54525000;90983000
PLAB;39856;USD;2010;FY;2010-10-31;2011-09-07;53433000;65803000;25082000;81374000;5918000;-16455000;;;;;95919000;-71381000;;0;-58212000;;-31252000;81000;-32456000;10406000
PLAB;39856;USD;2018;FY;2018-10-31;2018-12-21;68829000;74821000;61236000;;87240000;-17909000;;;;;130567000;-92803000;;0;-90729000;;-4639000;-18477000;-13805000;21256000
JVA;40037;USD;2017;FY;2017-10-31;2018-01-29;5858376;5858376;732840;762043;171727;-189977;;;;;1476633;-679921;;-2893275;-3573196;;1449152;-254920;1194232;-902331
JVA;40037;USD;2016;FY;2016-10-31;2017-01-27;6082777;6082777;2350042;587572;382852;-1712678;;;;;1607788;-963435;;-819564;-1782999;;1404254;-1854878;-450624;-625835
JVA;40037;USD;2015;FY;2015-10-31;2016-01-26;6212929;6212929;-1329530;545390;-714691;-787009;;;;;-2285840;-391796;;;-391796;-80000;3055663;-226850;2748813;71177
JVA;40037;USD;2014;FY;2014-10-31;2015-01-23;6333212;6333212;5018120;581400;522346;-6091800;;;;;30066;-504644;;;-504644;-52000;1269277;-995729;221548;-253030
JVA;40037;USD;2013;FY;2013-10-31;2014-01-24;6372309;6372309;-1327883;506934;-763784;-1691526;;;;;-3276259;-768029;;;-535960;-387377;666682;0;279305;-3532914
JVA;40037;USD;2012;FY;2012-10-31;2013-01-28;6372309;6639309;2584398;447404;-121853;5116563;;;;;8026512;-569899;;;-2669899;-774756;-1257609;;-2032365;3324248
JVA;40037;USD;2011;FY;2011-10-31;2012-01-30;5563802;5835802;845983;433199;1390605;-6722347;;;;;-4052560;-526518;;;-526518;-694658;-486640;8331790;7150492;2571414
JVA;40037;USD;2010;FY;2010-10-31;2011-09-13;5463837;5468439;2393262;469787;-42386;-1478571;;;;;1342092;-363763;;;-2623687;-333978;1515121;0;1181143;-100452
JVA;40037;USD;2018;FY;2018-10-31;2019-01-29;5691057;5691057;1527406;740454;-30420;6455963;;;;;8693403;-383516;;-2677335;-3060851;;3810400;-7157218;-3346818;2285734
PSTG;40474;USD;2016;FY;2017-01-31;2017-03-29;194714000;194714000;-245066000;50203000;118252000;62249000;;;;;-14362000;-77773000;-363850000;;-447223000;;0;40518000;40518000;-421067000
PSTG;40474;USD;2015;FY;2016-01-31;2016-03-25;82460000;82460000;-213752000;32254000;69032000;104610000;;;;;-7856000;-39355000;0;;-41840000;;459425000;6008000;461731000;412035000
PSTG;40474;USD;2014;FY;2015-01-31;2015-12-11;27925000;27925000;-183231000;15392000;25676000;-1532000;;;;;-143695000;-51352000;0;;-52965000;;280970000;-22455000;258482000;61822000
PSTG;40474;USD;2017;FY;2018-01-31;2018-03-26;211609000;211609000;-177602000;61744000;152727000;35887000;;;;;72756000;-65060000;7901000;;-59188000;;0;46814000;46814000;60382000
PSTG;40474;USD;2018;FY;2019-01-31;2019-03-26;232042000;232042000;-178362000;70878000;226637000;45270000;;;;;164423000;-100246000;-397199000;-13899000;-511344000;;555961000;61215000;551914000;204993000
EXAS;41775;USD;2017;FY;2017-12-31;2018-02-22;115684000;115684000;-114397000;15555000;34796000;-7678000;;;;;-71724000;-69170000;-85585000;-2980000;-160805000;;-174000;261332000;260956000;28570000
EXAS;41775;USD;2016;FY;2016-12-31;2017-02-21;102335000;102335000;-167211000;11509000;24185000;1451000;;;;;-130066000;-14851000;3332000;;-11519000;;-166000;149752000;149586000;7786000
EXAS;41775;USD;2015;FY;2015-12-31;2016-02-24;92135000;92135000;-157803000;7750000;17884000;-1848000;;;;;-134017000;-21984000;-42771000;;-64755000;;4658000;177107000;181765000;-16996000
EXAS;41775;USD;2014;FY;2014-12-31;2015-02-27;80232000;80232000;-100048000;3710000;12117000;2763000;;;;;-81458000;-11991000;-105299000;;-117290000;;2048000;241980000;244028000;45280000
EXAS;41775;USD;2013;FY;2013-12-31;2014-02-28;67493000;67493000;-46514000;1418000;4336000;478000;;;;;-40282000;-8748000;-26221000;;-34969000;;-333000;75090000;74757000;-494000
EXAS;41775;USD;2012;FY;2012-12-31;2013-03-01;59481000;59481000;-52421000;985000;3033000;3881000;;;;;-44522000;-681000;-37636000;;-38317000;;-107000;60510000;60403000;-22436000
EXAS;41775;USD;2011;FY;2011-12-31;2012-03-09;52512000;52512000;-28675000;411000;288000;512000;;;;;-27464000;-2115000;-41292000;;-43407000;;;27900000;27900000;-42971000
EXAS;41775;USD;2010;FY;2010-12-31;2011-08-05;40455000;40455000;-11556000;230000;-3053000;938000;;;;;-13441000;-626000;-14294000;;-14920000;;1896000;82793000;85189000;56828000
EXAS;41775;USD;2018;FY;2018-12-31;2018-04-26;122207000;122207000;-175149000;23084000;83651000;-911000;;;;;-69325000;-150093000;-613335000;-17908000;-781914000;;915873000;11531000;934142000;82939000
AXON;41996;USD;2018;FY;2019-03-31;2019-06-11;16100686;16100686;-129065000;2450000;11491000;-19083000;;;;;-134207000;;;;-202000;;-9707000;94884000;87071000;-47338000
AXON;41996;USD;2017;FY;2018-03-31;2019-06-11;107375927;107375927;-221573000;3083000;34359000;-6217000;;;;;-190348000;;;;-4284000;;0;136072000;136396000;-58236000
AXON;41996;USD;2016;FY;2017-03-31;2019-07-25;99158699;99158699;-180951000;249000;34362000;34231000;;;;;-112109000;0;;;-105000;;0;36000;48536000;-63678000
AXON;41996;USD;2015;FY;2016-03-31;2019-07-25;94465164;94465164;-133145000;14000;77315000;2469000;;;;;-53347000;-5252000;;;-5346000;;-627000;336893000;334944000;276251000
SSI;42463;USD;2016;FY;2017-02-28;2017-04-04;27090000;27090000;-37897000;91656000;-6827000;37352000;;;;;84284000;-73078000;;0;-73078000;-16656000;4440000;0;-13890000;-2684000
SSI;42463;USD;2015;FY;2016-02-29;2016-03-30;31145000;31188000;3780000;77599000;15431000;-56510000;;;;;40300000;-90652000;;-325000;-90977000;-18653000;113216000;-41044000;49999000;-678000
SSI;42463;USD;2014;FY;2015-02-28;2015-04-01;31675000;31763000;30850000;63447000;18546000;-10629000;;;;;102214000;-67634000;;0;-67634000;-16970000;-15837000;2285000;-32177000;2403000
SSI;42463;USD;2013;FY;2014-02-28;2014-04-02;32034000;32311000;16642000;69925000;13205000;-53245000;;;;;46527000;-61236000;;0;-61236000;-15466000;48651000;-21218000;11534000;-3175000
SSI;42463;USD;2012;FY;2013-02-28;2013-04-03;31278000;31600000;38179000;60426000;12054000;-34678000;;;;;75981000;-49439000;;;-49439000;-11995000;-37174000;21245000;-27226000;-684000
SSI;42463;USD;2011;FY;2012-02-29;2012-03-28;33021000;33278000;30960000;61680000;19194000;-33779000;;;;;78055000;-45318000;;;-45318000;-11033000;11011000;-102699000;-103465000;-70728000
SSI;42463;USD;2010;FY;2011-02-28;2011-09-07;37656000;38010000;37640000;62417000;15602000;-37784000;;;;;77875000;-36459000;;;-36459000;-9450000;-12726000;-25777000;-45781000;-4365000
SSI;42463;USD;2017;FY;2018-02-28;2018-04-10;27510000;27510000;-37323000;67161000;9142000;36481000;;;;;75461000;-36217000;;-36144000;-72361000;-8540000;13172000;;4347000;7447000
SSI;42463;USD;2018;FY;2019-02-28;2019-04-05;28117000;28117000;-87714000;58655000;22472000;-37849000;;;;;-44436000;-25337000;;;-25337000;-5798000;71771000;;64353000;-5420000
CST;42704;USD;2016;FY;2016-12-31;2017-02-28;75627000;76137000;304000000;257000000;-257000000;-17000000;;;;;287000000;-365000000;;-532000000;-511000000;-15000000;124000000;-3000000;40000000;-180000000
CST;42704;USD;2015;FY;2015-12-31;2016-02-19;76155000;76505000;139000000;209000000;1000000;13000000;;;;;362000000;-339000000;;-190000000;-529000000;-19000000;312000000;-69000000;151000000;-54000000
CST;42704;USD;2014;FY;2014-12-31;2015-02-27;75909000;76086000;180000000;147000000;13000000;15000000;;;;;355000000;-227000000;;-86000000;-313000000;-19000000;19000000;-22000000;-36000000;-11000000
CST;42704;USD;2013;FY;2013-12-31;2014-03-06;75397000;75425000;139000000;118000000;26000000;157000000;;;;;440000000;-200000000;;-7000000;-207000000;-5000000;487000000;0;85000000;316000000
CST;42704;USD;2012;FY;2012-12-31;2013-05-22;75397000;75397000;208000000;115000000;-2000000;43000000;;;;;364000000;-156000000;;-61000000;-217000000;0;-1000000;0;-220000000;-73000000
TESS;42813;USD;2016;FY;2017-03-31;2017-06-07;8312731;8340417;1445100;4238900;-239700;-2393030;;;;;3051270;-2563000;;;-2563000;-6656700;-1901300;-54770;-8830970;-8342700
TESS;42813;USD;2015;FY;2016-03-31;2016-06-06;8220000;8220000;5340500;4730000;681300;9389300;;;;;20141100;-3513800;;;-3513800;-6615700;-250600;-783600;-7268500;9358800
TESS;42813;USD;2014;FY;2015-03-31;2015-06-02;8171000;8273000;8634300;4583600;2505500;-4643600;;;;;11079800;-2947600;;;-2947600;-6628800;-250200;-6027400;-12076100;-3943900
TESS;42813;USD;2013;FY;2014-03-31;2014-05-29;8134000;8326000;16249100;4865000;1015200;-3463900;;;;;18665400;-4715500;;;-4715500;-6086100;-249600;-1433000;-6950000;6999900
TESS;42813;USD;2012;FY;2013-03-31;2012-06-01;7929000;8200000;17793900;4979400;1690100;-21111000;;;;;3352400;-5354000;;;-5354000;-11830500;-249200;-1987900;-11742000;-13743600
TESS;42813;USD;2011;FY;2012-03-31;2011-08-05;7639000;7995000;16436900;4844900;5912300;-5448600;;;;;21745500;-6513700;;;-6513700;-4273400;-361000;-1058100;-5198400;10033400
TESS;42813;USD;2010;FY;2011-03-31;2011-08-05;7394000;7756000;10018200;4445200;1200100;-3625400;;;;;12038100;-4842200;;;-7694200;-3020300;-389800;-1165900;-3824400;519500
TESS;42813;USD;2017;FY;2018-03-31;2017-08-03;8370742;8471005;5195400;3992600;-1864000;-16571100;;;;;-9247100;-1646600;;;-3539400;-6701200;10883700;83300;4265800;-8520700
TESS;42813;USD;2018;FY;2019-03-31;2019-06-11;8436796;8566959;5545800;3618900;2848100;-3766100;;;;;8246700;-2855200;;;-5164700;-6754400;3515400;167900;-3071100;10900
COVS;43077;USD;2016;FY;2017-03-31;2016-06-06;39658000;39658000;-14894000;6772000;2983000;1273000;;;;;-3866000;-3784000;;;-8022000;;-728000;2191000;1463000;-10396000
THO;43246;USD;2016;FY;2016-07-31;2016-09-26;52458789;52590516;256519000;24613000;32122000;27955000;;;;;341209000;-51629000;;-557651000;-601473000;-62970000;359672000;;286688000;26424000
THO;43246;USD;2015;FY;2015-07-31;2015-09-21;53166206;53275510;199385000;15366000;15273000;17836000;;;;;247860000;-41902000;;-194486000;-234968000;-57381000;-83000;-59859000;-118750000;-105858000
